cell	CL:0000000
B and Tfh lymphocytes	CL:0000236
T- and B-cell	CL:0000236
B	CL:0000236
T and B cells	CL:0000236
naive T, GZMA+CD8+ T, and B cells	CL:0000236
T, B, and myeloid cells	CL:0000236
T and B lymphocytes	CL:0000236
BC	CL:0000236
BCs	CL:0000236
innate B cells	CL:0000236
B lymphos	CL:0000236
MS4A1+ B cells	CL:0000236
T, B, and NK cells	CL:0000236
T and B cell	CL:0000236
B and T cell	CL:0000236
resting B cells	CL:0000236
B and T-cells	CL:0000236
B_cells	CL:0000236
B, plasma, and T/NK cells	CL:0000236
CD20 + B lymphocytes	CL:0000236
B-lympho	CL:0000236
T, B, NK, and Treg lymphocyte	CL:0000236
keratinizing barrier epithelial cell	CL:0000237
non keratinizing barrier epithelial cell	CL:0000238
brush border epithelial cell	CL:0000239
stratified squamous epithelial cell	CL:0000240
stratified cuboidal epithelial cell	CL:0000241
Merkel cell	CL:0000242
Merkel's cell	CL:0000242
transitional epithelial cell	CL:0000244
Mauthner neuron	CL:0000246
Rohon-Beard neuron	CL:0000247
Rohon Beard cell	CL:0000247
Rohon-Beard cell	CL:0000247
hatching gland cell	CL:0000249
extramedullary cell	CL:0000251
eurydendroid cell	CL:0000253
eukaryotic cell	CL:0000255
uric acid accumulating cell	CL:0000256
Eumycetozoan cell	CL:0000257
hyphal cell	CL:0000286
eye photoreceptor cell	CL:0000287
structural cell	CL:0000293
invasive and structural cells	CL:0000293
structural cells	CL:0000293
somatotropin secreting cell	CL:0000295
growth hormone secreting cell	CL:0000295
somatotrophin secreting cell	CL:0000295
gamete	CL:0000300
haploid nucleated cell	CL:0000300
pole cell	CL:0000301
crystallin accumulating cell	CL:0000306
lens cell	CL:0000306
tracheal epithelial cell	CL:0000307
tracheocyte	CL:0000307
tracheal cell	CL:0000307
tracheal	CL:0000307
epithelial cells of the trachea	CL:0000307
metal ion accumulating cell	CL:0000308
copper accumulating cell	CL:0000309
cuprophilic cell	CL:0000309
iron accumulating cell	CL:0000310
keratin accumulating cell	CL:0000311
keratinocyte	CL:0000312
keratinized cell of epidermis	CL:0000312
malpighian cell	CL:0000312
keratinocytes	CL:0000312
KC1	CL:0000312
differentiated keratinocytes	CL:0000312
DiffKera	CL:0000312
KCs	CL:0000312
keratinocyte cell	CL:0000312
serous secreting cell	CL:0000313
serous cell	CL:0000313
milk secreting cell	CL:0000314
tear secreting cell	CL:0000315
tears secreting cell	CL:0000315
sebocyte	CL:0000317
sebum secreting cell	CL:0000317
sebocytes	CL:0000317
lipid-specialized sebocytes	CL:0000317
sweat secreting cell	CL:0000318
mucus secreting cell	CL:0000319
mucous cell	CL:0000319
mucous cells	CL:0000319
MC	CL:0000319
pulmonary alveolar epithelial cell	CL:0000322
pneumocyte	CL:0000322
pneumonocyte	CL:0000322
epithelial cell of alveolus of lung	CL:0000322
alveolus of lung epithelial cell	CL:0000322
alveolar epithelial cell	CL:0000322
alveolar cell	CL:0000322
AE	CL:0000322
Alveolar Epithelium	CL:0000322
lysozyme secreting cell	CL:0000323
metanephric mesenchyme stem cell	CL:0000324
stuff accumulating cell	CL:0000325
glycogen accumulating cell	CL:0000326
extracellular matrix secreting cell	CL:0000327
oxygen accumulating cell	CL:0000329
migratory neural crest cell	CL:0000333
migratory neural crest cells	CL:0000333
vegetative cell (sensu Fungi)	CL:0000334
mesenchyme condensation cell	CL:0000335
adrenal medulla chromaffin cell	CL:0000336
medullary chromaffin cell of adrenal gland	CL:0000336
neuroblast (sensu Nematoda and Protostomia)	CL:0000338
glioblast (sensu Vertebrata)	CL:0000339
spongioblast	CL:0000339
glioblast (sensu Nematoda and Protostomia)	CL:0000340
pigment cell (sensu Nematoda and Protostomia)	CL:0000341
pigment cell (sensu Vertebrata)	CL:0000342
visual pigment cell (sensu Vertebrata)	CL:0000343
dental papilla cell	CL:0000345
hair follicle dermal papilla cell	CL:0000346
scleral cell	CL:0000347
choroidal cell of the eye	CL:0000348
extraembryonic cell	CL:0000349
amnioserosal cell	CL:0000350
trophoblast cell	CL:0000351
trophoblastic cell	CL:0000351
trophoblast	CL:0000351
trophoblast cells	CL:0000351
PLACENTA - trophoblastic cells	CL:0000351
trophoblasts	CL:0000351
epiblast cell	CL:0000352
blastoderm cell	CL:0000353
blastomere	CL:0000353
2-cell blastomere	CL:0000353
8-cell blastomeres	CL:0000353
embryonic and differentiating blastomeres	CL:0000353
blastomeres	CL:0000353
blastemal cell	CL:0000354
blastema cell	CL:0000354
blastema cells	CL:0000354
blastema	CL:0000354
multi-potent skeletal muscle stem cell	CL:0000355
Muscle stem cells	CL:0000355
skeletal muscle stem cells	CL:0000355
MuSCs	CL:0000355
hair matrix stem cell	CL:0000356
stratified epithelial stem cell	CL:0000357
sphincter associated smooth muscle cell	CL:0000358
vascular associated smooth muscle cell	CL:0000359
vascular smooth muscle cell	CL:0000359
VSMC	CL:0000359
VSMCs	CL:0000359
Vascular SMCs	CL:0000359
vascular smooth muscle cells	CL:0000359
vascular smooth vessel cells	CL:0000359
vascular SMC cell	CL:0000359
morula cell	CL:0000360
gastrula cell	CL:0000361
epidermal cell	CL:0000362
cell of epidermis	CL:0000362
epidermal cells	CL:0000362
adult epidermal cells	CL:0000362
epidermis	CL:0000362
epidermal	CL:0000362
animal zygote	CL:0000365
sheath cell (sensu Nematoda)	CL:0000367
protoplast	CL:0000371
tormogen cell	CL:0000372
histoblast	CL:0000373
trichogen cell	CL:0000374
humidity receptor cell	CL:0000376
tracheoblast	CL:0000377
supporting cell (sensu Nematoda and Protostomia)	CL:0000378
support cell (sensu Nematoda and Protostomia)	CL:0000378
sensory processing neuron	CL:0000379
thecogen cell	CL:0000380
fly sheath cell	CL:0000380
scolopale cell	CL:0000382
scolopidial sheath cell	CL:0000382
nephrogenic mesenchyme stem cell	CL:0000383
ligament cell	CL:0000384
prohemocyte (sensu Nematoda and Protostomia)	CL:0000385
attachment cell	CL:0000386
hemocyte (sensu Arthropoda)	CL:0000387
tendon cell	CL:0000388
muscle attachment cell	CL:0000388
socket cell (sensu Nematoda)	CL:0000389
blood cell (sensu Nematoda and Protostomia)	CL:0000390
crystal cell	CL:0000392
electrically responsive cell	CL:0000393
plasmatocyte	CL:0000394
procrystal cell	CL:0000395
lamellocyte	CL:0000396
ganglion interneuron	CL:0000397
electrically signaling cell	CL:0000404
CNS short range interneuron	CL:0000406
scolopidial ligament cell	CL:0000407
male gamete	CL:0000408
male gametes	CL:0000408
CNS long range interneuron	CL:0000410
Caenorhabditis hypodermal cell	CL:0000411
polyploid cell	CL:0000412
haploid cell	CL:0000413
diploid cell	CL:0000415
polytene cell	CL:0000416
endopolyploid cell	CL:0000417
arcade cell	CL:0000418
seam cell	CL:0000419
syncytial epithelial cell	CL:0000420
coelomocyte	CL:0000421
mitogenic signaling cell	CL:0000422
tip cell	CL:0000423
excretory cell	CL:0000424
pore cell	CL:0000425
GLR cell	CL:0000427
yolk cell	CL:0000428
imaginal disc cell	CL:0000429
xanthophore cell	CL:0000430
iridophore	CL:0000431
reticular cell	CL:0000432
reticulum cell	CL:0000432
eccrine cell	CL:0000434
alkali secreting cell	CL:0000435
vaginal lubricant secreting cell	CL:0000436
gonadtroph	CL:0000437
gonadotropic cell	CL:0000437
follicle stimulating hormone secreting cell	CL:0000437
delta basophil	CL:0000437
gonadotroph	CL:0000437
pituitary delta cell	CL:0000437
gonadotrope cell	CL:0000437
gonadotrope	CL:0000437
Gonadotrophs	CL:0000437
gonadotropes	CL:0000437
Gona	CL:0000437
adenohypophysis cells	CL:0000437
corticotrope or gonadotrope cells	CL:0000437
luteinizing hormone secreting cell	CL:0000438
prolactin secreting cell	CL:0000439
melanocyte stimulating hormone secreting cell	CL:0000440
melanotroph	CL:0000440
melanotrope	CL:0000440
Melanotrophs	CL:0000440
melanotropes	CL:0000440
Mel	CL:0000440
follicle stem cell (sensu Arthropoda)	CL:0000441
follicular dendritic cell	CL:0000442
FDCs	CL:0000442
FDC	CL:0000442
follicular dendritic cells	CL:0000442
calcitonin secreting cell	CL:0000443
obliquely striated muscle cell	CL:0000444
apoptosis fated cell	CL:0000445
apoptotic cells	CL:0000445
chief cell of parathyroid gland	CL:0000446
parathyroid hormone secreting cell	CL:0000446
parathyroid gland chief cell	CL:0000446
principal cell of parathyroid gland	CL:0000446
parathyroid chief cell	CL:0000446
carbohydrate secreting cell	CL:0000447
white adipocyte	CL:0000448
white adipose cell	CL:0000448
white adipocytes	CL:0000448
brown adipocyte	CL:0000449
brown adipose cell	CL:0000449
brown fat cell	CL:0000449
thermogenic adipocytes	CL:0000449
brown adipocytes	CL:0000449
brown adipocyte cell	CL:0000449
dendritic cell	CL:0000451
DCs	CL:0000451
dendritic cells	CL:0000451
DC	CL:0000451
mast and dendritic cells	CL:0000451
DN	CL:0000451
thyroid hormone secreting cell	CL:0000452
Langerhans cell	CL:0000453
LC	CL:0000453
Langerhans	CL:0000453
Langerhans cells	CL:0000453
CD207+ LC	CL:0000453
CD1c+ A DCs	CL:0000453
DC	CL:0000453
epinephrine secreting cell	CL:0000454
adrenaline secreting cell	CL:0000454
epinephrin secreting cell	CL:0000454
mineralocorticoid secreting cell	CL:0000456
biogenic amine secreting cell	CL:0000457
serotonin secreting cell	CL:0000458
5-HT secreting cell	CL:0000458
5-Hydroxytryptamine secreting cell	CL:0000458
noradrenergic cell	CL:0000459
noradrenaline secreting cell	CL:0000459
norepinephrine secreting cell	CL:0000459
norepinephrin secreting cell	CL:0000459
glucocorticoid secreting cell	CL:0000460
adepithelial cell	CL:0000462
epidermal cell (sensu Arthropoda)	CL:0000463
epidermoblast	CL:0000464
cardioblast (sensu Arthropoda)	CL:0000465
adrenocorticotropic hormone secreting cell	CL:0000467
ACTH secreting cell	CL:0000467
corticotropin secreting cell	CL:0000467
corticotropin hormone secreting cell	CL:0000467
corticotrophin hormone secreting cell	CL:0000467
adrenocorticotrophic hormone secreting cell	CL:0000467
corticotrope cell	CL:0000467
Cort	CL:0000467
corticotropes	CL:0000467
neuroglioblast (sensu Nematoda and Protostomia)	CL:0000468
neuroglioblast	CL:0000468
neuro-glioblast	CL:0000468
ganglion mother cell	CL:0000469
digestive enzyme secreting cell	CL:0000470
defensive cell	CL:0000473
pericardial nephrocyte	CL:0000474
thyrotroph	CL:0000476
thyroid stimulating hormone secreting cell	CL:0000476
thyrotrope	CL:0000476
beta-basophil	CL:0000476
Thyrotrophs	CL:0000476
thyrotropes	CL:0000476
follicle cell of egg chamber	CL:0000477
oxytocin stimulating hormone secreting cell	CL:0000478
vasopressin stimulating hormone secreting cell	CL:0000479
secretin stimulating hormone secreting cell	CL:0000480
cholecystokin stimulating hormone secreting cell	CL:0000481
juvenile hormone secreting cell	CL:0000482
bombesin stimulating hormone secreting cell	CL:0000483
connective tissue type mast cell	CL:0000484
MC(TC)	CL:0000484
MCTC	CL:0000484
TC mast cells	CL:0000484
mucosal type mast cell	CL:0000485
MCT	CL:0000485
T mast cells	CL:0000485
MC(T)	CL:0000485
garland cell	CL:0000486
oenocyte	CL:0000487
visible light photoreceptor cell	CL:0000488
scotopic photoreceptor cell	CL:0000489
photopic photoreceptor cell	CL:0000490
CD4-positive helper T cell	CL:0000492
CD4-positive helper T-lymphocyte	CL:0000492
CD4-positive helper T-cell	CL:0000492
CD4-positive T-helper cell	CL:0000492
CD4-positive helper T lymphocyte	CL:0000492
CD4+ T helper cells	CL:0000492
pro-inflammatory CD4+ T cells	CL:0000492
UV sensitive photoreceptor cell	CL:0000494
blue sensitive photoreceptor cell	CL:0000495
green sensitive photoreceptor cell	CL:0000496
red sensitive photoreceptor cell	CL:0000497
inhibitory interneuron	CL:0000498
pre-I excitatory, n = 13 non pre-I excitatory, and n = 7 inhibitory neurons	CL:0000498
inhibitory or excitatory cells	CL:0000498
excitatory and inhibitory	CL:0000498
inhibitory neurons	CL:0000498
excitatory or inhibitory cell	CL:0000498
excitatory and inhibitory cell	CL:0000498
inhibitory	CL:0000498
inhibitory cells	CL:0000498
inhibitory cell	CL:0000498
Inhibitory interneurons	CL:0000498
inhibitory neuronal	CL:0000498
excitatory (top) and inhibitory (bottom) cell	CL:0000498
stromal cell	CL:0000499
stromal cells	CL:0000499
epithelial-epithelial and epithelial-stromal cells	CL:0000499
epithelial and stromal cell	CL:0000499
stromal and immune cells	CL:0000499
stromal	CL:0000499
stromal-epithelial cell	CL:0000499
immune/stromal cell	CL:0000499
FAP stained stroma	CL:0000499
stromal, immune and tumour cell	CL:0000499
stroma cells	CL:0000499
follicular epithelial cell	CL:0000500
granulosa cell	CL:0000501
granulosa cell of ovary	CL:0000501
granulosa cells	CL:0000501
GC	CL:0000501
type D enteroendocrine cell	CL:0000502
D cell	CL:0000502
K, L, D, and N cells	CL:0000502
theca cell	CL:0000503
theca cells	CL:0000503
TC	CL:0000503
enterochromaffin-like cell	CL:0000504
ECL	CL:0000504
substance P secreting cell	CL:0000505
enkephalin secreting cell	CL:0000506
endorphin secreting cell	CL:0000507
type G enteroendocrine cell	CL:0000508
G cell	CL:0000508
gastrin secreting cell	CL:0000509
paneth cell	CL:0000510
PCs	CL:0000510
Paneth cells	CL:0000510
Paneth	CL:0000510
androgen binding protein secreting cell	CL:0000511
cardiac muscle myoblast	CL:0000513
cardiomyocyte progenitor cell	CL:0000513
cardiac muscle progenitor cell	CL:0000513
cardiac progenitor cells	CL:0000513
cardiac progenitors	CL:0000513
smooth muscle myoblast	CL:0000514
myoblast, smooth muscle	CL:0000514
skeletal muscle myoblast	CL:0000515
skeletal myoblast	CL:0000515
perineuronal satellite cell	CL:0000516
perineural satellite cell	CL:0000516
satellite oligodendrocyte	CL:0000516
perineuronal satellite oligodendroglial cell	CL:0000516
macrophage derived foam cell	CL:0000517
lipophage	CL:0000517
phagocyte (sensu Vertebrata)	CL:0000518
phagocyte (sensu Nematoda and Protostomia)	CL:0000519
prokaryotic cell	CL:0000520
fungal cell	CL:0000521
mononuclear cytotrophoblast cell	CL:0000523
CTBs	CL:0000523
cytotrophoblast cells	CL:0000523
spheroplast	CL:0000524
sphaeroplast	CL:0000524
syncytiotrophoblast cell	CL:0000525
syncytial trophoblast cell	CL:0000525
syncytiotrophoblastic cell	CL:0000525
syncytiotrophoblast cells	CL:0000525
SCT	CL:0000525
syncytiotrophoblast	CL:0000525
STB	CL:0000525
syncytiotrophoblasts	CL:0000525
afferent neuron	CL:0000526
input neuron	CL:0000526
efferent neuron	CL:0000527
output neuron	CL:0000527
nitrergic neuron	CL:0000528
nitrergic (neuronal nitric oxide synthase, i.e., nNOS) neurons	CL:0000528
pigmented epithelial cell	CL:0000529
primary neuron (sensu Teleostei)	CL:0000530
primary sensory neuron (sensu Teleostei)	CL:0000531
CAP motoneuron	CL:0000532
CaP motorneuron	CL:0000532
primary motor neuron (sensu Teleostei)	CL:0000533
primary interneuron (sensu Teleostei)	CL:0000534
secondary neuron (sensu Teleostei)	CL:0000535
secondary motor neuron (sensu Teleostei)	CL:0000536
neuron	CL:0000540
nerve cell	CL:0000540
bladder neurons	CL:0000540
neuronal	CL:0000540
neurons	CL:0000540
neuronal cells	CL:0000540
immune and neuronal cells	CL:0000540
GABAergic and unidentified neurons	CL:0000540
unidentified neurons	CL:0000540
mNEU	CL:0000540
mature neuron	CL:0000540
Mature Neurons	CL:0000540
neuronal cell	CL:0000540
mNeuron	CL:0000540
nerve	CL:0000540
nerve fibers	CL:0000540
NEUR	CL:0000540
differentiated neurons	CL:0000540
neuronal and glial cell	CL:0000540
NC	CL:0000540
melanoblast	CL:0000541
melanocyte stem cell	CL:0000541
lymphocyte	CL:0000542
lymphoid or myeloid cell	CL:0000542
lymphocytes	CL:0000542
lymphoid and myeloid cells	CL:0000542
lymphoid or myeloid cells	CL:0000542
lymphoid immune cell	CL:0000542
Lym	CL:0000542
vascular (H), microglial (I), and lymphoid (J) cells	CL:0000542
lymphoid	CL:0000542
lymphoid cell	CL:0000542
lymphocytic	CL:0000542
lymphoid cells	CL:0000542
lymphocyte cell	CL:0000542
lymphoid and myeloid cell	CL:0000542
PD1 + lymphocytes	CL:0000542
slowly adapting mechanoreceptor cell	CL:0000544
T-helper 1 cell	CL:0000545
Th1 cell	CL:0000545
Th1 CD4+ T cell	CL:0000545
T(H)-1 cell	CL:0000545
Th1 T-lymphocyte	CL:0000545
Th1 T lymphocyte	CL:0000545
T helper cells type 1	CL:0000545
helper T cell type 1	CL:0000545
Th1 T cell	CL:0000545
Th1 T-cell	CL:0000545
helper T cells 1	CL:0000545
Th1	CL:0000545
Th1, CD4+ Treg and CD8+ Tc cells	CL:0000545
Th1 cells	CL:0000545
Th17 and Th1 cells	CL:0000545
Th1, Th17 and TRM cells	CL:0000545
Th1 and Th17 cell	CL:0000545
T helper 1 cell	CL:0000545
Th1, Th2, or Th17 cells	CL:0000545
Type 1 Helper Cells	CL:0000545
Th1 and Th2 cell	CL:0000545
type 1 helper T (TH1) cells	CL:0000545
CD8+ TTE, CD4+ TH1, CD4+ TH17, CD4+ central memory T (TCM) and IL-22+CD4+ T cells	CL:0000545
CD4+ TH1, CD4+ TH2, CD4+IL-22+ and CD4+ TCM cells	CL:0000545
T helper 1 (Th1) cells	CL:0000545
T-helper 2 cell	CL:0000546
Th2 T-lymphocyte	CL:0000546
Th2 T lymphocyte	CL:0000546
T(H)-2 cell	CL:0000546
Th2 T-cell	CL:0000546
Th2 cell	CL:0000546
Th2 T cell	CL:0000546
helper T cell type 2	CL:0000546
T helper cells type 2	CL:0000546
Th2	CL:0000546
Th2 cells	CL:0000546
Th1, Th2, or Th17 cells	CL:0000546
Th1 and Th2 cell	CL:0000546
CD4+ TH1, CD4+ TH2, CD4+IL-22+ and CD4+ TCM cells	CL:0000546
type 2 T helper cells	CL:0000546
proerythroblast	CL:0000547
rubriblast	CL:0000547
proerythroblasts	CL:0000547
Pro-E	CL:0000547
basophilic erythroblast	CL:0000549
prorubricyte	CL:0000549
early erythroblast	CL:0000549
basophilic normoblast	CL:0000549
early normoblast	CL:0000549
basophilic erythoblast	CL:0000549
Baso-E	CL:0000549
Basophilic normoblasts	CL:0000549
polychromatophilic erythroblast	CL:0000550
intermediate erythroblast	CL:0000550
polychromatophilic normoblast	CL:0000550
polychromatic normoblast	CL:0000550
rubricyte	CL:0000550
intermediate normoblast	CL:0000550
polychromatic erythroblast	CL:0000550
polychromatic erythroblasts	CL:0000550
Poly-E	CL:0000550
Polychromatophilic normoblasts	CL:0000550
unimodal nocireceptor	CL:0000551
orthochromatic erythroblast	CL:0000552
eosinophilic erythroblast	CL:0000552
late erythoblast	CL:0000552
orthochromatic normoblast	CL:0000552
acidophilic erythroblast	CL:0000552
pyknotic eto enrythroblast	CL:0000552
Ortho-E	CL:0000552
Oxyphilic normoblasts	CL:0000552
megakaryocyte progenitor cell	CL:0000553
megakaryoblast	CL:0000553
megakaryocytic progenitor cell	CL:0000553
megacaryoblast	CL:0000553
Meg-CFC	CL:0000553
MkP	CL:0000553
colony-forming unit-megakaryocyte	CL:0000553
CFU-Meg	CL:0000553
megacaryocyte progenitor cell	CL:0000553
MK_Prog	CL:0000553
megakaryocyte progenitors	CL:0000553
gastrin stimulating hormone secreting cell	CL:0000554
neuronal brush cell	CL:0000555
megakaryocyte	CL:0000556
megacaryocyte	CL:0000556
megalocaryocyte	CL:0000556
megalokaryocyte	CL:0000556
megakaryocytic	CL:0000556
MKs	CL:0000556
MK	CL:0000556
megakaryocytes	CL:0000556
granulocytic (G), monocytic (M), erythroid (E), and megakaryocytic (Mk) cells	CL:0000556
G, M, E, and Mk cells	CL:0000556
granulocyte monocyte progenitor cell	CL:0000557
granulocyte-macrophage progenitor	CL:0000557
granulocyte/monocyte progenitor	CL:0000557
granulocyte/monocyte precursor	CL:0000557
colony forming unit granulocyte macrophage	CL:0000557
granulocyte-monocyte progenitors	CL:0000557
GMPs	CL:0000557
GMP	CL:0000557
Granulocyte-Monocyte Progenitor	CL:0000557
Granulocyte and Macrophage Progenitors	CL:0000557
granulocyte-macrophage progenitors	CL:0000557
CFU-GM	CL:0000557
granulocyte-macrophage progenitor cell	CL:0000557
granulocyte monocyte progenitor	CL:0000557
